run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v1_B_base_nvidia_20260729T163430481114,v1,v1+pb69e40eed1e5+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_nvidia_20260729T163430481114,v1,v1+pb69e40eed1e5+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v1_B_base_nvidia_20260729T163430481114,v1,v1+pb69e40eed1e5+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup|social_search,False,True,False,"query: expected 'AI', got 'AI news today'"
v1_B_base_nvidia_20260729T163430481114,v1,v1+pb69e40eed1e5+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_nvidia_20260729T163430481114,v1,v1+pb69e40eed1e5+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_nvidia_20260729T163430481114,v1,v1+pb69e40eed1e5+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,wrong_arg_value,lookup,lookup|social_search,False,False,False,"query: expected 'robotics', got 'robotics news today'; extra tool call social_search"
v1_B_base_nvidia_20260729T163430481114,v1,v1+pb69e40eed1e5+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_nvidia_20260729T163430481114,v1,v1+pb69e40eed1e5+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_nvidia_20260729T163430481114,v1,v1+pb69e40eed1e5+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_nvidia_20260729T163430481114,v1,v1+pb69e40eed1e5+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,R02_search_tweets_routing,False,wrong_tool,extra_tool_call,social_search,social_search|social_search,False,False,False,extra tool call social_search
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,R03_web_news_routing,False,wrong_tool,extra_tool_call,lookup,lookup|social_search,False,False,False,extra tool call social_search
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,R06_timeframe_arg,False,wrong_arg_value,extra_tool_call,lookup,lookup|social_search,False,False,False,extra tool call social_search
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,M02_carryover_timeframe,True,wrong_arg_value,extra_tool_call,lookup,lookup|social_search,False,False,False,extra tool call social_search
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_deepseek_B_base_nvidia_20260729T162651336685,v2_deepseek,v2_deepseek+pb69e40eed1e5+te4fbe9cc36a5,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,R01_user_tweets_routing,False,wrong_tool,provider_error,timeline,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,R02_search_tweets_routing,False,wrong_tool,provider_error,social_search,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,R03_web_news_routing,False,wrong_tool,provider_error,lookup,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,R04_read_url_routing,False,wrong_tool,provider_error,fetch,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,R05_limit_arg,False,wrong_arg_value,provider_error,timeline,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,R06_timeframe_arg,False,wrong_arg_value,provider_error,lookup,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,R07_search_type_arg,False,wrong_arg_value,provider_error,social_search,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,R08_out_of_scope,False,out_of_scope,provider_error,no_tool,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,R09_no_tool_capability,False,unnecessary_tool,provider_error,no_tool,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,R10_missing_handle,False,missing_info,provider_error,clarify,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,R11_missing_url,False,missing_info,provider_error,clarify,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,R12_confirm_before_send,False,wrong_boundary,provider_error,clarify,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,R13_parallel_web_and_tweets,False,wrong_tool,provider_error,lookup|social_search,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,R14_out_of_scope_coding,False,out_of_scope,provider_error,no_tool,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,M01_clarify_then_fill,True,missing_info,extra_tool_call,timeline,clarify|timeline,False,False,False,extra tool call clarify
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,APITimeoutError: Request timed out.
v3_B_base_nvidia_20260729T163602045085,v3,v3+pfd94fee88f64+t0b55a08e7c1b,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,APITimeoutError: Request timed out.
v3_B_group_nvidia_20260729T162008845497,v3,v3+pfd94fee88f64+t0b55a08e7c1b,group,G01_wiki_routing,False,wrong_tool,,wikipedia_summary,wikipedia_summary,True,True,True,
v3_B_group_nvidia_20260729T162008845497,v3,v3+pfd94fee88f64+t0b55a08e7c1b,group,G02_wiki_missing_title,False,missing_info,missing_tool_call,clarify,wikipedia_summary,False,False,False,missing tool call clarify; extra tool call wikipedia_summary
v3_B_group_nvidia_20260729T162008845497,v3,v3+pfd94fee88f64+t0b55a08e7c1b,group,G03_social_search,False,wrong_tool,extra_tool_call,social_search,social_search|social_search,False,False,False,extra tool call social_search
v3_B_group_nvidia_20260729T162008845497,v3,v3+pfd94fee88f64+t0b55a08e7c1b,group,G04_fetch_url,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_group_nvidia_20260729T162008845497,v3,v3+pfd94fee88f64+t0b55a08e7c1b,group,G05_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_group_nvidia_20260729T162008845497,v3,v3+pfd94fee88f64+t0b55a08e7c1b,group,G06_clarify_then_wiki,True,wrong_tool,,wikipedia_summary,wikipedia_summary,True,True,True,
v3_B_group_nvidia_20260729T162008845497,v3,v3+pfd94fee88f64+t0b55a08e7c1b,group,G07_clarify_send,True,wrong_boundary,,send,send,True,True,True,
v3_B_group_nvidia_20260729T162008845497,v3,v3+pfd94fee88f64+t0b55a08e7c1b,group,G08_timeline_correction,True,wrong_tool,,timeline,timeline,True,True,True,
v3_B_group_nvidia_20260729T162008845497,v3,v3+pfd94fee88f64+t0b55a08e7c1b,group,G09_lookup_news,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_nvidia_20260729T162008845497,v3,v3+pfd94fee88f64+t0b55a08e7c1b,group,G10_switch_topic,True,wrong_tool,,wikipedia_summary,wikipedia_summary,True,True,True,
